CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Salerno,SA,Italy,F,27,Single,Other,1,7,TRUE,FALSE
Sudbury,ON,Canada,M,29,Single,Executive,9,2,FALSE,TRUE
Westport,ON,Canada,M,23,Single,Sales,5,1,FALSE,TRUE
Blair,NE,United States,M,35,Married,Trades,5,2,FALSE,TRUE
Westport,ON,Canada,M,23,Single,Trades,8,2,FALSE,TRUE
Reading,NA,United Kingdom,F,35,Married,Other,2,3,TRUE,TRUE
Silverdale,WA,United States,F,47,Married,Other,1,7,TRUE,FALSE
Köln,NA,Germany,F,44,Unspecified,Hospitality,6,0,FALSE,TRUE
Samara,NA,Russia,F,19,Single,Professional,1,8,TRUE,FALSE
Murmansk,NA,Russia,F,47,Married,Other,1,7,TRUE,FALSE
Thunder Bay,ON,Canada,F,33,Married,Executive,2,1,TRUE,TRUE
Garden Grove,CA,United States,M,28,Single,Professional,3,5,TRUE,FALSE
Perth,WA,Australia,F,39,Married,Retail,2,8,TRUE,FALSE
Beijing,NA,China,F,34,Married,Other,2,7,TRUE,FALSE
Aalborg,NA,Denmark,F,33,Married,Executive,2,2,TRUE,FALSE
Lahti,NA,Finland,F,44,Unspecified,Hospitality,2,5,TRUE,FALSE
Aalborg,NA,Denmark,F,30,Married,Other,1,7,TRUE,FALSE
Portsmouth,NA,United Kingdom,F,23,Married,Retail,4,2,TRUE,TRUE
Qiqihaer,NA,China,M,31,Single,Other,1,0,TRUE,TRUE
Brasília,BR-DF,Brazil,M,29,Single,Other,6,2,FALSE,TRUE
Marseille,NA,France,M,33,Married,Sales,8,2,FALSE,TRUE
Pittsburgh,PA,United States,M,19,Single,Other,7,3,FALSE,TRUE
Hasselt,NA,Belgium,F,29,Single,Hospitality,9,2,FALSE,TRUE
Boden,NA,Sweden,M,34,Married,Other,7,1,FALSE,TRUE
Timóteo,BR-MG,Brazil,F,45,Married,Executive,8,2,FALSE,TRUE
Brunn am Gebirge,NA,Austria,M,43,Married,Other,5,1,FALSE,TRUE
Brtistol,NA,United Kingdom,M,24,Single,Professional,6,1,FALSE,TRUE
Clifton,NJ,United States,F,46,Married,Executive,1,4,TRUE,TRUE
Aalborg,NA,Denmark,F,23,Married,Retail,1,7,TRUE,FALSE
New York,NY,United States,F,20,Single,Other,0,7,TRUE,FALSE
Salerno,NA,Italy,F,29,Married,Retail,1,3,TRUE,FALSE
Ufa,NA,Russia,F,46,Married,Hospitality,2,2,TRUE,TRUE
Tukwila,WA,United States,F,33,Unspecified,Other,1,8,TRUE,FALSE
Mysore,ap,India,F,29,Single,Student,2,1,FALSE,TRUE
Timóteo,BR-MG,Brazil,F,35,Married,Executive,1,0,TRUE,TRUE
Singapore,Singapore,Singapore,M,34,Married,Executive,6,3,FALSE,TRUE
Köln,NA,Germany,M,28,Single,Sales,5,2,FALSE,TRUE
Randers,NA,Denmark,M,34,Married,Other,4,3,FALSE,TRUE
Qiqihaer,NA,China,M,24,Single,Other,5,3,FALSE,TRUE
Melbourne,Vic,Australia,F,44,Married,Other,3,0,TRUE,TRUE
Campinas,BR-SP,Brazil,M,31,Single,Trades,0,2,FALSE,TRUE
Viborg,NA,Denmark,M,27,Single,Sales,5,1,FALSE,TRUE
Palermo,PA,Italy,F,27,Single,Other,5,2,FALSE,TRUE
Parma,PR,Italy,M,29,Single,Sales,7,1,FALSE,TRUE
Anchorage,AK,United States,F,20,Single,Other,9,1,FALSE,TRUE
Marugame,NA,Japan,M,29,Single,Sales,5,0,FALSE,TRUE
Singapore,Singapore,Singapore,F,33,Married,Other,2,9,TRUE,FALSE
Itajaí,BR-SC,Brazil,M,33,Married,Sales,2,10,TRUE,FALSE
Dallas,TX,United States,M,23,Single,Other,1,7,TRUE,FALSE
Melbourne,Vic,Australia,F,43,Married,Other,9,3,FALSE,TRUE
Ecatepec,NA,Mexico,M,42,Married,Executive,5,0,FALSE,TRUE
Moscow,NA,Russia,F,36,Married,Other,8,1,FALSE,TRUE
Fayetteville,NC,United States,M,22,Single,Trades,6,3,FALSE,TRUE
Sydney,NSW,Australia,F,35,Married,Other,8,2,FALSE,TRUE
Gent,NA,Belgium,M,22,Single,Professional,3,0,FALSE,TRUE
Shijiazhuang,NA,China,M,32,Single,Trades,5,2,FALSE,TRUE
Fukuoka,NA,Japan,M,23,Single,Trades,7,2,FALSE,TRUE
Sapporo-shi,???,Japan,M,34,Single,Other,2,7,TRUE,FALSE
Mortsel,NA,Belgium,F,33,Married,Executive,3,5,TRUE,FALSE
Kushiro,NA,Japan,M,28,Single,Other,6,2,FALSE,TRUE
Charleston,SC,United States,M,38,Married,Other,6,2,FALSE,TRUE
Saint John,NB,Canada,F,21,Single,Hospitality,7,1,FALSE,TRUE
Genève,NA,Switzerland,F,20,Single,Professional,4,7,TRUE,FALSE
Amsterdam,NA,Netherlands,F,31,Married,Other,7,1,FALSE,TRUE
Islington,NA,United Kingdom,F,35,Married,Professional,1,5,TRUE,FALSE
Singapore,Singapore,Singapore,M,30,Married,Sales,11,1,FALSE,TRUE
Hyderabad,NA,India,M,22,Single,Professional,4,1,FALSE,TRUE
Basel,NA,Switzerland,F,44,Married,Other,2,7,TRUE,FALSE
Gent,NA,Belgium,M,26,Single,Executive,8,3,FALSE,TRUE
Osasco,BR-SP,Brazil,M,34,Single,Trades,5,2,FALSE,TRUE
Orléans,NA,France,M,27,Single,Other,6,1,FALSE,TRUE
Köln,NA,Germany,F,33,Married,Hospitality,6,2,FALSE,TRUE
Frederikshavn,NA,Denmark,M,32,Married,Sales,10,2,FALSE,TRUE
Erfurt,NA,Germany,M,28,Single,Professional,4,1,FALSE,TRUE
Zell am See,NA,Austria,F,29,Married,Other,2,4,TRUE,FALSE
Perth,WA,Australia,M,34,Married,Trades,4,1,FALSE,TRUE
Manaus,BR-AM,Brazil,M,23,Single,Student,3,4,TRUE,FALSE
Cangzhou,NA,China,F,27,Single,Hospitality,7,1,FALSE,TRUE
Shanghai,NA,China,F,46,Married,Executive,0,5,TRUE,FALSE
Trimont,MN,United States,M,44,Married,Executive,7,2,FALSE,TRUE
Amsterdam,NA,Netherlands,F,24,Married,Retail,0,5,TRUE,FALSE
